210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,187,210,210,210,210,210,210,210,210,
210,210,186,210,210,187,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,187,210,210,210,187,210,210,
210,210,210,187,186,210,210,210,187,210,210,210,210,210,210,210,210,210,210,210,210,210,187,210,210,210,210,187,210,210,210,210,
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,187,210,210,210,210,187,210,210,210,210,210,210,
210,210,210,210,210,210,186,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,
210,210,210,210,210,187,210,210,210,210,210,187,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,187,210,210,
210,210,210,210,210,210,210,210,186,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,213,210,210,210,
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,213,210,210,210,
210,210,210,210,187,210,210,210,210,210,186,210,210,210,210,210,210,187,210,187,210,210,210,210,210,210,210,210,213,210,210,210,
210,210,210,210,210,210,210,210,210,210,210,210,210,210,187,210,210,210,210,210,210,210,210,210,210,210,210,210,237,210,210,210,
210,187,210,210,210,210,210,210,210,210,187,210,210,210,210,210,210,210,210,210,210,210,210,210,188,185,210,210,210,210,186,210,
210,210,210,210,210,210,213,210,187,210,210,210,210,210,187,210,210,210,210,187,210,210,210,210,188,185,210,210,210,210,210,210,
210,210,210,210,210,210,213,210,210,210,187,210,210,210,210,210,210,210,210,210,210,187,210,210,188,185,210,210,186,210,210,210,
210,210,210,210,210,210,237,210,210,210,210,210,210,210,210,210,210,210,210,210,210,187,210,210,188,185,210,210,210,210,210,210,
210,210,210,188,185,210,210,210,187,210,210,210,210,210,210,210,210,210,210,186,210,210,210,210,188,185,210,210,186,210,210,210,
210,210,210,188,185,210,210,210,210,210,210,210,210,210,210,210,210,210,213,210,210,210,210,210,188,185,210,210,210,210,186,210,
210,210,210,188,185,210,187,210,210,210,210,210,210,210,210,210,210,210,213,210,210,210,186,210,188,185,210,186,210,210,210,210,
210,210,210,188,185,210,210,210,210,187,210,210,210,210,210,210,210,210,237,210,186,210,210,210,188,185,210,210,210,186,210,210,
210,210,210,188,185,210,210,210,210,210,210,210,210,210,188,185,210,210,210,210,210,210,210,210,188,185,210,210,210,210,210,210,
234,234,234,236,233,234,234,234,234,234,234,234,234,234,236,233,234,234,234,234,234,234,234,234,236,233,234,234,234,234,234,234,
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,
163,163,163,163,162,162,162,164,214,161,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,
210,210,210,210,210,210,210,212,214,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,
210,210,186,210,210,210,210,212,214,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,
210,187,210,210,186,210,210,212,214,209,210,210,187,210,210,186,210,210,210,187,210,210,210,210,210,186,210,210,210,210,210,210,
210,210,210,210,210,210,210,212,214,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,187,210,
210,210,210,210,210,187,210,212,214,209,210,210,210,210,210,210,210,210,210,210,186,210,210,210,210,210,186,210,210,210,210,210,
210,186,210,210,210,210,210,212,214,209,210,210,187,210,210,210,186,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,
210,210,210,210,186,210,210,212,214,209,210,210,210,210,210,210,210,210,210,210,210,210,210,187,210,210,210,210,210,210,210,210,
210,210,210,210,210,210,210,212,214,209,210,210,187,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
